dataset,view,family,q,d2,d2_ceiling,e_original,n,mean_offdiag,std_offdiag,fid_near,fid_far,near_far_ratio,kernel_alive,alignment,knn_acc,cluster_ari,oneclass_auc,krr_r2,qsvm_f1,last_alive,twonn,twonn_ceiling,pca95
intrinsic2,pca,fidelity,8,0.7203213491478936,2,20,32,0.004216449584812261,0.010282737776433322,0.01036488355638593,0.003908988390811114,2.6515513785486635,False,0.2597200702498426,0.6,0.0,0.45833333333333337,0.0073713579726505385,0.75,False,12.984317397156488,13,19
intrinsic2,pca,rbf,8,0.7203213491478936,2,20,32,0.7856901615796943,0.13862538515979111,0.9927421093007018,0.5775351938391889,1.7189292010092196,False,0.7969697456222717,0.9,0.6495126705653022,1.0,0.9996216461562367,1.0,False,12.984317397156488,13,19
intrinsic2,random,fidelity,2,0.7203213491478936,2,20,32,0.2526137860036758,0.23124941301587254,0.8077044851097694,0.3273499592733577,2.467403652356302,True,0.5736534125622842,0.4,-0.030504497457958545,0.24999999999999997,-0.9586899446557913,0.5714285714285714,True,12.984317397156488,13,19
intrinsic2,random,rbf,2,0.7203213491478936,2,20,32,0.9957774139659394,0.003863243994084425,0.9998909342471782,0.9842361583009568,1.0159055078541777,False,0.7288066566445113,0.3,-0.015600624024960999,0.625,-0.26210201895418117,0.75,False,12.984317397156488,13,19
intrinsic2,random,fidelity,3,0.7203213491478936,2,20,32,0.12500089949352972,0.1288183093887381,0.13903998390229622,0.11154265027359142,1.2465185609384342,False,0.5155285133407537,0.5,-0.030504497457958545,0.375,-0.8166752157698725,0.5714285714285714,False,12.984317397156488,13,19
intrinsic2,random,rbf,3,0.7203213491478936,2,20,32,0.9945113910344977,0.003855612275716044,0.9995813202135861,0.98439981687454,1.0154220907793818,False,0.7290889052510435,0.6,0.0327613104524181,0.625,-0.13455275761197782,0.75,False,12.984317397156488,13,19
intrinsic2,random,fidelity,4,0.7203213491478936,2,20,32,0.07015305642562038,0.08816847648438209,0.20797966189102363,0.0952775977068998,2.1828810433573955,False,0.4224124055443974,0.9,-0.031185031185031187,0.375,0.13103193447740213,0.75,False,12.984317397156488,13,19
intrinsic2,random,rbf,4,0.7203213491478936,2,20,32,0.9951943033057831,0.003132394055007842,0.9994141324663659,0.9864792496323694,1.013112169200535,False,0.729059787888206,0.6,-0.031721268850754034,0.5833333333333334,0.10250271682455614,0.75,False,12.984317397156488,13,19
intrinsic2,random,fidelity,5,0.7203213491478936,2,20,32,0.029687456152525712,0.03988164977677914,0.03673225718949686,0.02327080318312203,1.5784696772365048,False,0.34592196874990566,0.6,0.0,0.41666666666666663,-0.0057646452013480065,0.75,False,12.984317397156488,13,19
intrinsic2,random,rbf,5,0.7203213491478936,2,20,32,0.9953924123336693,0.002532115354396351,0.9990121730951979,0.9888450145536549,1.0102818524560517,False,0.7290528431968044,0.7,0.0327613104524181,0.375,0.015297152546917214,0.75,False,12.984317397156488,13,19
intrinsic2,random,fidelity,6,0.7203213491478936,2,20,32,0.015523427694894568,0.025076084641388094,0.01908178383365067,0.008082238897727115,2.3609527106426964,False,0.3030950348069124,0.7,0.0,0.5,0.09092267727929848,0.75,False,12.984317397156488,13,19
intrinsic2,random,rbf,6,0.7203213491478936,2,20,32,0.8756748976696405,0.1300002180037625,0.9976546402708028,0.5371799831409543,1.857207400836865,False,0.7201786152880116,0.5,-0.0171875,0.33333333333333337,0.21793407470731696,0.75,False,12.984317397156488,13,19
intrinsic2,random,fidelity,7,0.7203213491478936,2,20,32,0.009515310692092011,0.020753397718515677,0.018053947229502963,0.007964559536844223,2.2667853942186027,False,0.27496008164277863,0.5,0.0,0.375,-0.13623138304478322,0.75,False,12.984317397156488,13,19
intrinsic2,random,rbf,7,0.7203213491478936,2,20,32,0.7654601369545248,0.1537411002062175,0.9958736004691842,0.5369796764069801,1.854583412044082,False,0.8040126107213091,0.9,0.6495126705653022,1.0,0.9994601068142073,1.0,False,12.984317397156488,13,19
intrinsic2,random,fidelity,8,0.7203213491478936,2,20,32,0.0053380432595711656,0.011553854759344126,0.017073268855914463,0.007607346585415777,2.244313265369824,False,0.2643883778058621,0.2,0.0,0.3333333333333333,-0.03358944883390014,0.75,False,12.984317397156488,13,19
intrinsic2,random,rbf,8,0.7203213491478936,2,20,32,0.7891730486036721,0.13903504743665543,0.9962238928717971,0.5802346839834445,1.7169326832248137,False,0.7966168336078785,0.9,0.6495126705653022,1.0,0.999541316990768,1.0,False,12.984317397156488,13,19
intrinsic2,prefix,fidelity,2,0.7203213491478936,2,20,32,0.2849627604060823,0.28405684153252797,0.9452174010822032,0.11328961076646024,8.343372306492537,True,0.6173080044957917,0.8,0.0049382716049382715,1.0,0.7590853980248415,0.8571428571428571,False,12.984317397156488,13,19
intrinsic2,prefix,rbf,2,0.7203213491478936,2,20,32,0.46771217970495893,0.30122987254656275,0.9967282620167071,0.11481656222293708,8.681049516892687,True,0.8532264163735345,0.9,0.7581903276131046,1.0,0.9967663134784548,1.0,False,12.984317397156488,13,19
intrinsic2,prefix,fidelity,3,0.7203213491478936,2,20,32,0.13848991120828338,0.1807155512899312,0.47866150949680736,0.06589753743913337,7.26372377630842,True,0.57200808887152,0.7,0.225,0.7916666666666666,0.2849231480988329,0.8333333333333334,True,12.984317397156488,13,19
intrinsic2,prefix,rbf,3,0.7203213491478936,2,20,32,0.5727494166908487,0.2582296128262619,0.9962633369528913,0.235652925502424,4.227672263473102,True,0.8490928170857761,0.9,0.7581903276131046,1.0,0.9980625591486667,1.0,False,12.984317397156488,13,19
intrinsic2,prefix,fidelity,4,0.7203213491478936,2,20,32,0.06920527126842428,0.1062003206355267,0.20112330548986795,0.028657813520428482,7.018096664858919,False,0.43208501776362784,0.6,0.028720626631853787,0.5833333333333334,-0.06008332819472395,0.75,False,12.984317397156488,13,19
intrinsic2,prefix,rbf,4,0.7203213491478936,2,20,32,0.6449303352934567,0.222365182227956,0.9962895369667244,0.3379125691406171,2.9483648373912184,True,0.836238103792374,0.9,0.6495126705653022,1.0,0.9988551302251304,1.0,False,12.984317397156488,13,19
intrinsic2,prefix,fidelity,5,0.7203213491478936,2,20,32,0.03384272323298182,0.056158898660763644,0.09193282889637072,0.018022087302356382,5.101119939883463,False,0.3509186288585976,0.5,-0.010825082508250825,0.4166666666666667,-0.021459829818790688,0.75,False,12.984317397156488,13,19
intrinsic2,prefix,rbf,5,0.7203213491478936,2,20,32,0.6966860039154038,0.19410604272857301,0.996502141958375,0.4193873003029657,2.3760904091242177,True,0.8236022544182222,0.9,0.6495126705653022,1.0,0.9991791006060319,1.0,False,12.984317397156488,13,19
